name,iata_code
Sanya Phoenix International Airport,SYX
Stornoway Airport,SYY
Shiraz Shahid Dastghaib International Airport,SYZ
Soyo Airport,SZA
Sultan Abdul Aziz Shah International Airport,SZB
Salzburg Airport,SZG
Siguanea Airport,SZJ
Skukuza Airport,SZK
Whiteman Air Force Base,SZL
Suzhou Guangfu Airport,SZV
Schwerin Parchim Airport,SZW
Shenzhen Bao'an International Airport,SZX
Olsztyn-Mazury Airport,SZY
"Szczecin-GoleniÃ³w ""SolidarnoÅÄ"" Airport",SZZ
Tobago-Crown Point Airport,TAB
Daniel Z. Romualdez Airport,TAC
Daegu Airport,TAE
Tafaraoui Airport,TAF
Tagbilaran Airport,TAG
Tanna Airport,TAH
Ta'izz International Airport,TAI
Takamatsu Airport,TAK
General Francisco Javier Mina International Airport,TAM
Liuting Airport,TAO
Tapachula International Airport,TAP
"Taranto-Grottaglie ""Marcello Arlotta"" Airport",TAR
Tashkent International Airport,TAS
Poprad-Tatry Airport,TAT
Tartu Airport,TAY
DaÅoguz Airport,TAZ
Dong Tac Airport,TBB
Tabiteuea North Airport,TBF
Tugdan Airport,TBH
New Bight Airport,TBI
Tabarka 7 Novembre Airport,TBJ
Waynesville-St. Robert Regional Forney field,TBN
Capitan FAP Pedro Canga Rodriguez Airport,TBP
Tbilisi International Airport,TBS
Tabatinga Airport,TBT
Fua'amotu International Airport,TBU
Donskoye Airport,TBW
Tabriz International Airport,TBZ
Tennant Creek Airport,TCA
Treasure Cay Airport,TCB
Tucumcari Municipal Airport,TCC
Tulcea Airport,TCE
Tuscaloosa Regional Airport,TCL
McChord Air Force Base,TCM
La Florida Airport,TCO
Taba International Airport,TCP
Coronel FAP Carlos Ciriani Santa Rosa International Airport,TCQ
Truth Or Consequences Municipal Airport,TCS
Tabas Airport,TCX
Tengchong Tuofeng Airport,TCZ
Teniente Av. Jorge Henrich Arauz Airport,TDD
Tandag Airport,TDG
Taldykorgan Airport,TDK
HÃ©roes De Malvinas Airport,TDL
Trat Airport,TDX
Tela Airport,TEA
Teterboro Airport,TEB
TelÃªmaco Borba Airport,TEC
Thisted Airport,TED
Cheikh Larbi TÃ©bessi Airport,TEE
Telfer Airport,TEF
Temora Airport,TEM
TekirdaÄ Ãorlu Airport,TEQ
Lajes Airport,TER
Chingozi Airport,TET
Manapouri Airport,TEU
Teruel Airport,TEV
Tezpur Airport,TEZ
TefÃ© Airport,TFF
Tenerife Norte Airport,TFN
Tenerife South Airport,TFS
Tengah Air Base,TGA
Podgorica Airport,TGD
Sultan Mahmud Airport,TGG
Tiga Airport,TGJ
Taganrog Yuzhny Airport,TGK
Transilvania TÃ¢rgu MureÅ International Airport,TGM
Latrobe Valley Airport,TGN
Tongliao Airport,TGO
Podkamennaya Tunguska Airport,TGP
Touggourt Sidi Madhi Airport,TGR
Tanga Airport,TGT
ToncontÃ­n International Airport,TGU
Angel Albino Corzo International Airport,TGZ
Senador PetrÃ´nio Portela Airport,THE
Thangool Airport,THG
Tachileik Airport,THL
TrollhÃ¤ttan-VÃ¤nersborg Airport,THN
Tianshui Maijishan Airport,THQ
Mehrabad International Airport,THR
Sukhothai Airport,THS
Thule Air Base,THU
Tahoua Airport,THZ
Tirana International Airport Mother Teresa,TIA
Bou Chekif Airport,TID
Taâif Regional Airport,TIF
Tikehau Airport,TIH
General Abelardo L. RodrÃ­guez International Airport,TIJ
Tinker Air Force Base,TIK
Moses Kilangin Airport,TIM
Tindouf Airport,TIN
Tripoli International Airport,TIP
Tinian International Airport,TIQ
Timaru Airport,TIU
Tivat Airport,TIV
Tacoma Narrows Airport,TIW
Space Coast Regional Airport,TIX
Capitan Oriel Lea Plaza Airport,TJA
Warukin Airport,TJG
Konotori Tajima Airport,TJH
Trujillo Airport,TJI
Tokat Airport,TJK
Roshchino International Airport,TJM
Kulob Airport,TJU
Talkeetna Airport,TKA
Tiko Airport,TKC
Takoradi Airport,TKD
Truckee Tahoe Airport,TKF
Radin Inten II (Branti) Airport,TKG
Takhli Airport,TKH
Chuuk International Airport,TKK
Tokunoshima Airport,TKN
Takapoto Airport,TKP
Tokushima Airport/JMSDF Air Base,TKS
Tak Airport,TKT
Turku Airport,TKU
Takaroa Airport,TKX
Licenciado Adolfo Lopez Mateos International Airport,TLC
Toliara Airport,TLE
Tallahassee Regional Airport,TLH
Tatalina LRRS Airport,TLJ
Lennart Meri Tallinn Airport,TLL
Zenata â Messali El Hadj Airport,TLM
Toulon-HyÃ¨res Airport,TLN
Turpan Jiaohe Airport,TLQ
Toulouse-Blagnac Airport,TLS
Ben Gurion International Airport,TLV
Panguilemo Airport,TLX
Miami Executive Airport,TMB
Gustavo Vargas Airport,TME
Termez Airport,TMJ
Tamale Airport,TML
Toamasina Airport,TMM
Tumeremo Airport,TMO
Tampere-Pirkkala Airport,TMP
Aguenar â Hadj Bey Akhamok Airport,TMR
SÃ£o TomÃ© International Airport,TMS
Trombetas Airport,TMT
Tamworth Airport,TMW
Timimoun Airport,TMX
Yaoqiang Airport,TNA
Alberto Delgado Airport,TND
New Tanegashima Airport,TNE
Toussus-le-Noble Airport,TNF
Ibn Batouta Airport,TNG
Tonghua Sanyuanpu Airport,TNH
Tainan Airport,TNN
Ivato Airport,TNR
Jumandy Airport,TNW
Stung Treng Airport,TNX
Pulau Tioman Airport,TOD
Tozeur Nefta International Airport,TOE
Bogashevo Airport,TOF
Togiak Airport,TOG
Troy Municipal Airport at N Kenneth Campbell Field,TOI
TorrejÃ³n Airport,TOJ
Toledo Express Airport,TOL
Timbuktu Airport,TOM
San Vito De Java Airport,TOO
Philip Billard Municipal Airport,TOP
Barriles Airport,TOQ
TromsÃ¸ Airport,TOS
Touho Airport,TOU
Toyama Airport,TOY
Tampa International Airport,TPA
Tarapoa Airport,TPC
Taiwan Taoyuan International Airport,TPE
Tonopah Airport,TPH
Taplejung Airport,TPJ
Draughon Miller Central Texas Regional Airport,TPL
Cadete FAP Guillermo Del Castillo Paredes Airport,TPP
Amado Nervo National Airport,TPQ
Vincenzo Florio Airport Trapani-Birgi,TPS
Al Taqaddum Air Base,TQD
Tres Esquinas Air Base,TQS
Tarama Airport,TRA
Francisco Sarabia International Airport,TRC
Trondheim Airport VÃ¦rnes,TRD
Tiree Airport,TRE
"Sandefjord Airport, Torp",TRF
Tauranga Airport,TRG
Tri-Cities Regional TN/VA Airport,TRI
Juwata Airport,TRK
Jacqueline Cochran Regional Airport,TRM
Turin Airport,TRN
Taree Airport,TRO
TarauacÃ¡ Airport,TRQ
China Bay Airport,TRR
TriesteâFriuli Venezia Giulia Airport,TRS
Capitan FAP Carlos Martinez De Pinillos International Airport,TRU
Trivandrum International Airport,TRV
Bonriki International Airport,TRW
Tiruchirapally Civil Airport Airport,TRZ
Taipei Songshan Airport,TSA
Tsumeb Airport,TSB
Astana International Airport,TSE
Treviso-Sant'Angelo Airport,TSF
Tsushima Airport,TSJ
Tianjin Binhai International Airport,TSN
TimiÅoara Traian Vuia Airport,TSR
Trang Airport,TST
Townsville Airport,TSV
Tan Tan Airport,TTA
TortolÃ¬ Airport,TTB
Las Breas Airport,TTC
Portland Troutdale Airport,TTD
Sultan Babullah Airport,TTE
General Enrique Mosconi Airport,TTG
Thumrait Air Base,TTH
Tottori Sand Dunes Conan Airport,TTJ
Trenton Mercer Airport,TTN
Aerotortuguero Airport,TTQ
Taitung Airport,TTT
Saniat R'mel Airport,TTU
Teniente Coronel Luis a Mantilla Airport,TUA
Tubuai Airport,TUB
Teniente Benjamin Matienzo Airport,TUC
Tambacounda Airport,TUD
Tours-Val-de-Loire Airport,TUF
Tuguegarao Airport,TUG
Turaif Domestic Airport,TUI
Turbat International Airport,TUK
Tulsa International Airport,TUL
Tumut Airport,TUM
Tunis Carthage International Airport,TUN
Taupo Airport,TUO
Tupelo Regional Airport,TUP
TucuruÃ­ Airport,TUR
Tucson International Airport / Morris Air National Guard Base,TUS
Tabuk Airport,TUU
Tucupita Airport,TUV
Cherry Capital Airport,TVC
Lake Tahoe Airport,TVL
Dawei Airport,TVY
Joslin Field Magic Valley Regional Airport,TWF
Sanga Sanga Airport,TWT
Tawau Airport,TWU
Pukaki Airport,TWZ
Rembele Airport,TXE
Texarkana Regional Webb Field,TXK
Berlin-Tegel Airport,TXL
Tunxi International Airport,TXN
Tibooburra Airport,TYB
Torsby Airport,TYF
Capitan Montes Airport,TYL
Staniel Cay Airport,TYM
Taiyuan Wusu Airport,TYN
Tyler Pounds Regional Airport,TYR
McGhee Tyson Airport,TYS
Belize City Municipal Airport,TZA
Tuzla International Airport,TZL
Congo Town Airport,TZN
TaszÃ¡r Air Base,TZR
Trabzon International Airport,TZX
Ä°ncirlik Air Base,UAB
Suai Airport,UAI
Narsarsuaq Airport,UAK
Andersen Air Force Base,UAM
Domingo Faustino Sarmiento Airport,UAQ
Bouarfa Airport,UAR
MÃ¡rio de Almeida Franco Airport,UBA
Yamaguchi Ube Airport,UBJ
Ulaanbaatar International Airport,UBN
Ubon Ratchathani Airport,UBP
Ulanqab Jining Airport,UCB
Ukhta Airport,UCT
Ten. Cel. Aviador CÃ©sar Bombonato Airport,UDI
Uzhhorod International Airport,UDJ
Maharana Pratap Airport,UDR
Quelimane Airport,UEL
Kumejima Airport,UEO
Quetta International Airport,UET
Ufa International Airport,UFA
Bulgan Airport,UGA
Urgench Airport,UGC
Uige Airport,UGO
Bilogai-Sugapa Airport,UGU
Kunovice Airport,UHE
El CaraÃ±o Airport,UIB
Phu Cat Airport,UIH
Quincy Regional Baldwin Field,UIN
Mariscal Sucre International Airport,UIO
Quimper-Cornouaille Airport,UIP
Kobe Airport,UKB
Ukiah Municipal Airport,UKI
Ust-Kamennogorsk Airport,UKK
Belbek Airport,UKS
Ust-Kut Airport,UKX
Capitan D Daniel Vazquez Airport,ULA
Prince Mangosuthu Buthelezi Airport,ULD
Majeed Bin Abdulaziz Airport,ULH
Lensk Airport,ULK
Buyant-Ukhaa International Airport,ULN
Quilpie Airport,ULP
Heriberto GÃ­l MartÃ­nez Airport,ULQ
Gulu Airport,ULU
Ulyanovsk Baratayevka Airport,ULV
Ulyanovsk East Airport,ULY
UmeÃ¥ Airport,UME
Konduz Airport,UND
Union Island International Airport,UNI
Ranong Airport,UNN
University Oxford Airport,UOX
Playa Baracoa Airport,UPB
Hasanuddin International Airport,UPG
Upala Airport,UPL
Licenciado y General Ignacio Lopez Rayon Airport,UPN
Upolu Airport,UPP
Uralsk Airport,URA
ÃrÃ¼mqi Diwopu International Airport,URC
Kuressaare Airport,URE
Rubem Berta Airport,URG
Uray Airport,URJ
Rouen Airport,URO
Kursk East Airport,URS
Surat Thani Airport,URT
Gurayat Domestic Airport,URY
Malvinas Argentinas Airport,USH
Usinsk Airport,USK
Samui Airport,USM
Ulsan Airport,USN
Ust-Nera Airport,USR
Northeast Florida Regional Airport,UST
Francisco B. Reyes Airport,USU
Udon Thani Airport,UTH
Utti Air Base,UTI
Pierre Van Ryneveld Airport,UTN
Indian Mountain LRRS Airport,UTO
U-Tapao International Airport,UTP
Ust-Tsylma Airport,UTS
K. D. Matanzima Airport,UTT
Queenstown Airport,UTW
Bugulma Airport,UUA
Ulan-Ude Airport (Mukhino),UUD
Baruun Urt Airport,UUN
Yuzhno-Sakhalinsk Airport,UUS
OuvÃ©a Airport,UVE
Hewanorra International Airport,UVF
Curuzu Cuatia Airport,UZU
Vaasa Airport,VAA
Moody Air Force Base,VAD
Valence-Chabeuil Airport,VAF
Major Brigadeiro Trompowsky Airport,VAG
Vanimo Airport,VAI
Villa Airport,VAM
Van Ferit Melen Airport,VAN
Varna Airport,VAR
Vava'u International Airport,VAV
"VardÃ¸ Airport, Svartnes",VAW
Vandenberg Air Force Base,VBG
Brescia Airport,VBS
Visby Airport,VBY
Can Tho International Airport,VCA
Venice Marco Polo Airport,VCE
Viracopos International Airport,VCP
Carora Airport,VCR
Co Ong Airport,VCS
Victoria Regional Airport,VCT
Ovda International Airport,VDA
Leirin Airport,VDB
Hierro Airport,VDE
Dong Hoi Airport,VDH
Gobernador Castello Airport,VDM
VÃ¢n Äá»n International Airport,VDO
Valle de La Pascua Airport,VDP
Villa Dolores Airport,VDR
VadsÃ¸ Airport,VDS
Valdez Pioneer Field,VDZ
Vernal Regional Airport,VEL
General Heriberto Jara International Airport,VER
Vestmannaeyjar Airport,VEY
Victoria Falls International Airport,VFA
Vijayawada Airport,VGA
Vologda Airport,VGD
Vigo Airport,VGO
North Las Vegas Airport,VGT
Saurimo Airport,VHC
Vilhelmina Airport,VHM
Vichy-Charmeil Airport,VHY
Vienna International Airport,VIE
Juan Pablo PÃ©rez Alfonso Airport,VIG
Vinh Airport,VII
Dakhla Airport,VIL
Virginia Airport,VIR
Vitoria/Foronda Airport,VIT
Eurico de Aguiar Salles Airport,VIX
Villacoublay-VÃ©lizy (BA 107) Air Base,VIY
Rach Gia Airport,VKG
Vnukovo International Airport,VKO
Vorkuta Airport,VKT
Valencia Airport,VLC
Valdosta Regional Airport,VLD
Villa Gesell Airport,VLG
Bauerfield International Airport,VLI
Valladolid Airport,VLL
Teniente Coronel Rafael PabÃ³n Airport,VLM
Arturo Michelena International Airport,VLN
Vallenar Airport,VLR
Velikiye Luki Airport,VLU
Dr. Antonio NicolÃ¡s BriceÃ±o Airport,VLV
Anglesey Airport,VLY
Villa Reynolds Airport,VME
Baimuru Airport,VMU
Vannes-Meucon Airport,VNE
Vilnius International Airport,VNO
Lal Bahadur Shastri Airport,VNS
Ventspils International Airport,VNT
Vilankulo Airport,VNX
Van Nuys Airport,VNY
Vodochody Airport,VOD
Volgograd International Airport,VOG
Vohimarina Airport,VOH
Volk Field,VOK
Nea Anchialos Airport,VOL
Voronezh International Airport,VOZ
Ngjiva Pereira Airport,VPE
Destin-Ft Walton Beach Airport,VPS
Chimoio Airport,VPY
Porter County Municipal Airport,VPZ
Juan Gualberto Gomez International Airport,VRA
Vero Beach Regional Airport,VRB
Virac Airport,VRC
Vredendal Airport,VRE
Varkaus Airport,VRK
Vila Real Airport,VRL
Verona Villafranca Airport,VRN
Kawama Airport,VRO
Vryburg Airport,VRU
Carlos Rovirosa PÃ©rez International Airport,VSA
Aerodromo Goncalves Lobato (Viseu Airport),VSE
Luhansk International Airport,VSG
Stockholm VÃ¤sterÃ¥s Airport,VST
Vitebsk Vostochny Airport,VTB
Wattay International Airport,VTE
Nevatim Air Base,VTM
Miller Field,VTN
Hermanos Ameijeiras Airport,VTU
Alfonso LÃ³pez Pumarejo Airport,VUP
Vanguardia Airport,VVC
Viru Viru International Airport,VVI
Vladivostok International Airport,VVO
Illizi Takhamalt Airport,VVZ
Lichinga Airport,VXC
SÃ£o Pedro Airport,VXE
VÃ¤xjÃ¶ Kronoberg Airport,VXO
Vilyuisk Airport,VYI
Wadi Al Dawasir Airport,WAE
Wanganui Airport,WAG
Ambalabe Airport,WAI
Waterford Airport,WAT
Warsaw Chopin Airport,WAW
Schleswig Air Base,WBG
Wapenamanda Airport,WBM
ChaitÃ©n Airport,WCH
Hosea Kutako International Airport,WDH
Shiyan Wudangshan Airport,WDS
Weifang Airport,WEF
Weihai Airport,WEH
Weipa Airport,WEI
Fianarantsoa Airport,WFI
Wagga Wagga City Airport,WGA
Walgett Airport,WGE
Shaoyang Wugang Airport,WGN
Wangaratta Airport,WGT
Whakatane Airport,WHK
Wuhu Air Base,WHU
Wick Airport,WIC
Wiesbaden Army Airfield,WIE
Nairobi Wilson Airport,WIL
Winton Airport,WIN
Wairoa Airport,WIR
General WM J Fox Airfield,WJF
Wajir Airport,WJR
Wonju/Hoengseong Air Base (K-38/K-46),WJU
Wanaka Airport,WKA
Warracknabeal Airport,WKB
Waterkloof Air Force Base,WKF
Wakkanai Airport,WKJ
Aleknagik / New Airport,WKK
Wellington International Airport,WLG
Selawik Airport,WLK
Hihifo Airport,WLS
Winnemucca Municipal Airport,WMC
Mount Keith Airport,WME
Ozark Regional Airport,WMH
Modlin Airport,WMI
Maroantsetra Airport,WMN
Mananara Nord Airport,WMR
Zunyi Maotai Airport,WMT
Wamena Airport,WMX
Matahora Airport,WNI
Naga Airport,WNP
Windorah Airport,WNR
Shaheed Benazirabad Airport,WNS
Wenzhou Longwan International Airport,WNZ
Woensdrecht Air Base,WOE
Shellharbour Airport,WOL
Wonsan Kalma International Airport,WOS
Pincher Creek Airport,WPC
Capitan Fuentes Martinez Airport Airport,WPR
Guardiamarina ZaÃ±artu Airport,WPU
Robins Air Force Base,WRB
Whangarei Airport,WRE
Wrangell Airport,WRG
Mc Guire Air Force Base,WRI
Worland Municipal Airport,WRL
Copernicus WrocÅaw Airport,WRO
Warton Aerodrome,WRT
Westport Airport,WSZ
Toowoomba Wellcamp Airport,WTB
Noatak Airport,WTK
RAF Waddington,WTN
Wuhan Tianhe International Airport,WUH
Wiluna Airport,WUN
Nanping Wuyishan Airport,WUS
Wau Airport,WUU
Sunan Shuofang International Airport,WUX
Walvis Bay Airport,WVB
Manakara Airport,WVK
Wasilla Airport,WWA
Cape May County Airport,WWD
Wewak International Airport,WWK
West Woodward Airport,WWR
West Wyalong Airport,WWY
Whyalla Airport,WYA
Yengema Airport,WYE
Yellowstone Airport,WYS
Xinyang Minggang Airport,XAI
Serafin Enoss Bertaso Airport,XAP
Birjand Airport,XBJ
Christmas Island Airport,XCH
ChÃ¢lons-Vatry Airport,XCR
Charleville-MÃ©ziÃ¨res Airport,XCZ
Xingcheng Air Base,XEN
Hamburg-Finkenwerder Airport,XFW
Xangongo Airport,XGN
Kangiqsualujjuaq (Georges River) Airport,XGR
Xichang Qingshan Airport,XIC
Ahmed Al Jaber Air Base,XIJ
Xilinhot Airport,XIL
Xi'an Xianyang International Airport,XIY
Al Udeid Air Base,XJD
Mangla Airport,XJM
Kasabonika Airport,XKS
Lac Brochet Airport,XLB
Saint Louis Airport,XLS
Maubeuge-Ãlesmes Airport,XME
Manihi Airport,XMH
Xiamen Gaoqi International Airport,XMN
Coronel E Carvajal Airport,XMS
Northwest Arkansas Regional Airport,XNA
Ali Air Base,XNH
Xining Caojiabu Airport,XNN
Orange-Caritat (BA 115) Air Base,XOG
Pukatawagan Airport,XPK
Coronel Enrique Soto Cano Air Base,XPL
Poplar River Airport,XPP
Quepos Managua Airport,XQP
RAAF Base Richmond,XRH
Ross River Airport,XRR
Jerez Airport,XRY
Sir Bani Yas Airport,XSB
South Caicos Airport,XSC
South Indian Lake Airport,XSI
Seletar Airport,XSP
Thargomindah Airport,XTG
Tadoule Lake Airport,XTL
Xuzhou Guanyin Airport,XUZ
Valenciennes-Denain Airport,XVS
Williston Basin International Airport,XWA
Riyadh Air Base,XXN
Modi,XXZ
Cat Lake Airport,YAC
Fort Frances Municipal Airport,YAG
La Grande-4 Airport,YAH
Gral. Bernardo OÂ´Higgins Airport,YAI
Yakutat Airport,YAK
Alert Bay Airport,YAL
Sault Ste Marie Airport,YAM
YaoundÃ© Airport,YAO
Yap International Airport,YAP
Attawapiskat Airport,YAT
St. Anthony Airport,YAY
Tofino / Long Beach Airport,YAZ
Kugaaruk Airport,YBB
Baie Comeau Airport,YBC
Uranium City Airport,YBE
CFB Bagotville,YBG
Baker Lake Airport,YBK
Campbell River Airport,YBL
Brandon Municipal Airport,YBR
Brochet Airport,YBT
Berens River Airport,YBV
Lourdes de Blanc Sablon Airport,YBX
Bonnyville Airport,YBY
Cambridge Bay Airport,YCB
Cornwall Regional Airport,YCC
Nanaimo Airport,YCD
Centralia / James T. Field Memorial Aerodrome,YCE
Castlegar/West Kootenay Regional Airport,YCG
Miramichi Airport,YCH
Charlo Airport,YCL
Niagara District Airport,YCM
Cochrane Airport,YCN
Kugluktuk Airport,YCO
Chetwynd Airport,YCQ
Cross Lake (Charlie Sinclair Memorial) Airport,YCR
Chesterfield Inlet Airport,YCS
Clyde River Airport,YCY
Dawson City Airport,YDA
Burwash Airport,YDB
Deer Lake Airport,YDF
Digby / Annapolis Regional Airport,YDG
Dauphin Barker Airport,YDN
Dolbeau St Felicien Airport,YDO
Nain Airport,YDP
Dawson Creek Airport,YDQ
Boundary Bay Airport,YDT
Yecheon Airbase,YEC
Edmonton International Airport,YEG
Bursa YeniÅehir Airport,YEI
Arviat Airport,YEK
Elliot Lake Municipal Airport,YEL
Manitoulin East Municipal Airport,YEM
Estevan Airport,YEN
RNAS Yeovilton,YEO
Fort Severn Airport,YER
Yasouj Airport,YES
Edson Airport,YET
Inuvik Mike Zubko Airport,YEV
Amos/Magny Airport,YEY
Fort Albany Airport,YFA
Iqaluit Airport,YFB
Fredericton Airport,YFC
Forestville Airport,YFE
Fort Hope Airport,YFH
Flin Flon Airport,YFO
Fort Resolution Airport,YFR
Fort Simpson Airport,YFS
Texada Gillies Bay Airport,YGB
Fort Good Hope Airport,YGH
Yonago Kitaro Airport / JASDF Miho Air Base,YGJ
Kingston Norman Rogers Airport,YGK
La Grande RiviÃ¨re Airport,YGL
Gimli Industrial Park Airport,YGM
Gods Lake Narrows Airport,YGO
GaspÃ© (Michel-Pouliot) Airport,YGP
Geraldton Greenstone Regional Airport,YGQ
Ãles-de-la-Madeleine Airport,YGR
Igloolik Airport,YGT
Havre St Pierre Airport,YGV
Kuujjuarapik Airport,YGW
Gillam Airport,YGX
Grise Fiord Airport,YGZ
Dryden Regional Airport,YHD
Hope Airport,YHE
Hearst RenÃ© Fontaine Municipal Airport,YHF
Ulukhaktok Holman Airport,YHI
Gjoa Haven Airport,YHK
John C. Munro Hamilton International Airport,YHM
Hornepayne Municipal Airport,YHN
Hopedale Airport,YHO
Chevery Airport,YHR
Haines Junction Airport,YHT
MontrÃ©al / Saint-Hubert Airport,YHU
Hay River / Merlyn Carter Airport,YHY
Halifax / Stanfield International Airport,YHZ
Yogyakarta International Airport,YIA
Atikokan Municipal Airport,YIB
Yichun Mingyueshan Airport,YIC
Arxan Yi'ershi Airport,YIE
St Augustin Airport,YIF
Yichang Sanxia Airport,YIH
Ivujivik Airport,YIK
Pond Inlet Airport,YIO
Willow Run Airport,YIP
Island Lake Airport,YIV
Yiwu Airport,YIW
Fort Liard Airport,YJF
St Jean Airport,YJN
Stephenville Airport,YJT
Kamloops Airport,YKA
Waterloo Airport,YKF
Kangirsuk Airport,YKG
Yingkou Lanqi Airport,YKH
Key Lake Airport,YKJ
Schefferville Airport,YKL
Yakima Air Terminal McAllister Field,YKM
Chan Gurney Municipal Airport,YKN
Hakkari YÃ¼ksekova Airport,YKO
Waskaganish Airport,YKQ
Yakutsk Airport,YKS
Kirkland Lake Airport,YKX
Kindersley Airport,YKY
Buttonville Municipal Airport,YKZ
Kimmirut Airport,YLC
Chapleau Airport,YLD
Lansdowne House Airport,YLH
Ylivieska Airfield,YLI
Meadow Lake Airport,YLJ
Lloydminster Airport,YLL
Leaf Rapids Airport,YLR
Alert Airport,YLT
Kelowna International Airport,YLW
Mayo Airport,YMA
Matane Airport,YME
Manitouwadge Airport,YMG
Mary's Harbour Airport,YMH
Moose Jaw Air Vice Marshal C. M. McEwen Airport,YMJ
Charlevoix Airport,YML
Fort McMurray Airport,YMM
Makkovik Airport,YMN
Moosonee Airport,YMO
Moises Benzaquen Rengifo Airport,YMS
Chapais Airport,YMT
Montreal International (Mirabel) Airport,YMX
Natashquan Airport,YNA
Prince Abdulmohsin Bin Abdulaziz Airport,YNB
Wemindji Airport,YNC
Ottawa / Gatineau Airport,YND
Norway House Airport,YNE
Youngstown Warren Regional Airport,YNG
Yanji Chaoyangchuan Airport,YNJ
Points North Landing Airport,YNL
Matagami Airport,YNM
Nemiscau Airport,YNS
Yantai Penglai International Airport,YNT
Duplicate --Yantai Penglai International Airport,YNT
Yangyang International Airport,YNY
Ekati Airport,YOA
Old Crow Airport,YOC
CFB Cold Lake,YOD
Oxford House Airport,YOH
High Level Airport,YOJ
Yola Airport,YOL
Toronto/Oshawa Executive Airport,YOO
Rainbow Lake Airport,YOP
Owen Sound / Billy Bishop Regional Airport,YOS
Ottawa Macdonald-Cartier International Airport,YOW
Prince Albert Glass Field,YPA
Paulatuk (Nora Aliqatchialuk Ruben) Airport,YPC
Peace River Airport,YPE
Portage-la-Prairie / Southport Airport,YPG
Inukjuak Airport,YPH
Aupaluk Airport,YPJ
Pickle Lake Airport,YPL
Pikangikum Airport,YPM
Port Menier Airport,YPN
Peawanuck Airport,YPO
Peterborough Airport,YPQ
Prince Rupert Airport,YPR
Port Hawkesbury Airport,YPS
Powell River Airport,YPW
Puvirnituq Airport,YPX
Fort Chipewyan Airport,YPY
Muskoka Airport,YQA
Quebec Jean Lesage International Airport,YQB
Quaqtaq Airport,YQC
The Pas Airport,YQD
Red Deer Regional Airport,YQF
Windsor Airport,YQG
Watson Lake Airport,YQH
Yarmouth Airport,YQI
Kenora Airport,YQK
Lethbridge County Airport,YQL
Greater Moncton RomÃ©o LeBlanc International Airport,YQM
Nakina Airport,YQN
Comox Airport,YQQ
Regina International Airport,YQR
St Thomas Municipal Airport,YQS
Thunder Bay Airport,YQT
Grande Prairie Airport,YQU
Yorkton Municipal Airport,YQV
North Battleford Airport,YQW
Gander International Airport,YQX
Sydney / J.A. Douglas McCurdy Airport,YQY
Quesnel Airport,YQZ
Rae Lakes Airport,YRA
Resolute Bay Airport,YRB
Cartwright Airport,YRF
RiviÃ¨re-du-Loup Airport,YRI
Roberval Airport,YRJ
Red Lake Airport,YRL
Ottawa / Rockcliffe Airport,YRO
Trois-RiviÃ¨res Airport,YRQ
Red Sucker Lake Airport,YRS
Rankin Inlet Airport,YRT
Revelstoke Airport,YRV
Sudbury Airport,YSB
Sherbrooke Airport,YSC
Stony Rapids Airport,YSF
Lutselk'e Airport,YSG
Smiths Falls-Montague (Russ Beach) Airport,YSH
Saint John Airport,YSJ
Sanikiluaq Airport,YSK
St Leonard Airport,YSL
Fort Smith Airport,YSM
Shuswap Regional Airport,YSN
Marathon Airport,YSP
Songyuan Chaganhu Airport,YSQ
St. Theresa Point Airport,YST
Summerside Airport,YSU
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,YSY
Pembroke Airport,YTA
Thicket Portage Airport,YTD
Cape Dorset Airport,YTE
Alma Airport,YTF
Thompson Airport,YTH
Big Trout Lake Airport,YTL
La Macaza / Mont-Tremblant International Inc Airport,YTM
Tasiujaq Airport,YTQ
CFB Trenton,YTR
Timmins/Victor M. Power,YTS
Yangzhou Taizhou Airport,YTY
Yangzhou Taizhou Airport,YTY
Billy Bishop Toronto City Centre Airport,YTZ
Yuanmou Air Base,YUA
Tuktoyaktuk Airport,YUB
Umiujaq Airport,YUD
Montreal / Pierre Elliott Trudeau International Airport,YUL
Yuma MCAS/Yuma International Airport,YUM
Yushu Batang Airport,YUS
Naujaat Airport,YUT
Hall Beach Airport,YUX
Rouyn Noranda Airport,YUY
Bonaventure Airport,YVB
La Ronge Airport,YVC
Vernon Airport,YVE
Qikiqtarjuaq Airport,YVM
Val-d'Or Airport,YVO
Kuujjuaq Airport,YVP
Norman Wells Airport,YVQ
Vancouver International Airport,YVR
Wiarton Airport,YVV
Deer Lake Airport,YVZ
Petawawa Airport,YWA
Kangiqsujuaq (Wakeham Bay) Airport,YWB
Winnipeg / James Armstrong Richardson International Airport,YWG
DÃ©line Airport,YWJ
Wabush Airport,YWK
Williams Lake Airport,YWL
Webequie Airport,YWP
Wrigley Airport,YWY
Cranbrook/Canadian Rockies International Airport,YXC
Saskatoon John G. Diefenbaker International Airport,YXE
Medicine Hat Airport,YXH
Fort St John Airport,YXJ
Rimouski Airport,YXK
Sioux Lookout Airport,YXL
Whale Cove Airport,YXN
Pangnirtung Airport,YXP
Beaver Creek Airport,YXQ
Earlton (Timiskaming Regional) Airport,YXR
Prince George Airport,YXS
Northwest Regional Airport Terrace-Kitimat,YXT
London Airport,YXU
Abbotsford Airport,YXX
